Record_Type,Transaction_ID,Date,Store_ID,Store_Name,Store_City,Store_Region,Product_ID,Product_Name,Category,Sub_Category,Quantity,Unit_Cost,Unit_Retail,Expense_Type,Expense_Amount
SALES,TX-6468,2025-10-16,9,Branch_9,Cairo,Delta,105,Prod_105,Groceries,Detergents,5,95.42,117.79,NOT_APPLICABLE,0.0
SALES,TX-6469,2025-06-26,7,Branch_7,Mansoura,Greater Cairo,105,Prod_105,Beverages,Soft Drinks,10,89.58,115.73,NOT_APPLICABLE,0.0
SALES,TX-6470,2026-04-22,9,Branch_9,Cairo,Delta,103,Prod_103,Groceries,Soft Drinks,6,85.57,114.73,NOT_APPLICABLE,0.0
SALES,TX-6471,2025-09-17,8,Branch_8,Tanta,Delta,113,Prod_113,Home Care,Snacks,7,126.18,157.6,NOT_APPLICABLE,0.0
SALES,TX-6472,2025-09-18,1,Branch_1,cairo,Alex Coast,109,Prod_109,Home Care,Shampoo,7,105.76,130.52,NOT_APPLICABLE,0.0
SALES,TX-6473,2025-05-25,1,Branch_1,cairo,Alex Coast,115,Prod_115,Groceries,Soft Drinks,5,124.85,165.62,NOT_APPLICABLE,0.0
SALES,TX-6474,2026-04-07,8,Branch_8,Tanta,Delta,118,Prod_118,Home Care,Detergents,2,145.26,199.72,NOT_APPLICABLE,0.0
SALES,TX-6475,2026-05-12,9,Branch_9,Cairo,Delta,116,Prod_116,Groceries,Soft Drinks,10,120.18,149.18,NOT_APPLICABLE,0.0
SALES,TX-6476,2026-01-20,3,Branch_3,Alexandria,Delta,119,Prod_119,Home Care,Shampoo,8,141.82,170.48,NOT_APPLICABLE,0.0
SALES,TX-6477,2025-09-24,4,Branch_4,ALEXANDRIA,Delta,110,Prod_110,Groceries,Snacks,9,105.5,128.81,NOT_APPLICABLE,0.0
SALES,TX-6478,2025-10-01,5,Branch_5,Giza,Greater Cairo,105,Prod_105,Personal Care,Detergents,11,86.0,112.3,NOT_APPLICABLE,0.0
SALES,TX-6479,2025-10-15,2,Branch_2,CAIRO,Greater Cairo,101,Prod_101,Beverages,Soft Drinks,11,70.83,89.24,NOT_APPLICABLE,0.0
SALES,TX-6480,2025-10-20,4,Branch_4,ALEXANDRIA,Delta,108,Prod_108,Personal Care,Soft Drinks,5,106.99,143.48,NOT_APPLICABLE,0.0
SALES,TX-6481,2025-06-16,7,Branch_7,Mansoura,Greater Cairo,111,Prod_111,Personal Care,Shampoo,-5,119.97,144.96,NOT_APPLICABLE,0.0
SALES,TX-6482,2026-04-29,10,Branch_10,cairo,Greater Cairo,101,Prod_101,Home Care,Detergents,11,74.82,90.38,NOT_APPLICABLE,0.0
SALES,TX-6483,2025-12-21,8,Branch_8,Tanta,Delta,109,Prod_109,Beverages,Detergents,6,98.5,121.52,NOT_APPLICABLE,0.0
SALES,TX-6484,2025-07-06,4,Branch_4,ALEXANDRIA,Delta,116,Prod_116,Personal Care,Soft Drinks,11,122.66,160.33,NOT_APPLICABLE,0.0
SALES,TX-6485,2026-03-16,9,Branch_9,Cairo,Delta,102,Prod_102,Beverages,Soft Drinks,9,86.72,115.82,NOT_APPLICABLE,0.0
SALES,TX-6486,2025-08-14,10,Branch_10,cairo,Greater Cairo,107,Prod_107,Beverages,Detergents,7,106.04,137.54,NOT_APPLICABLE,0.0
STORE_EXPENSE,TX-6487,2025-06-01,10,Branch_10,cairo,Greater Cairo,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,0.0,0.0,Salaries,59877.74
SALES,TX-6488,2025-01-25,9,Branch_9,Cairo,Delta,110,Prod_110,Beverages,Snacks,4,99.94,121.88,NOT_APPLICABLE,0.0
SALES,TX-6489,2025-04-09,4,Branch_4,ALEXANDRIA,Delta,106,Prod_106,Groceries,Dairy,5,100.24,129.67,NOT_APPLICABLE,0.0
SALES,TX-6490,2025-03-11,8,Branch_8,Tanta,Delta,111,Prod_111,Home Care,Detergents,11,123.71,154.6,NOT_APPLICABLE,0.0
SALES,TX-6491,2025-02-16,3,Branch_3,Alexandria,Delta,119,Prod_119,Groceries,Soft Drinks,8,135.34,180.72,NOT_APPLICABLE,0.0
SALES,TX-6492,2025-01-25,9,Branch_9,Cairo,Delta,108,Prod_108,Beverages,Shampoo,2,100.13,124.22,NOT_APPLICABLE,0.0
SALES,TX-6493,2025-04-13,6,Branch_6,GIZA,Alex Coast,110,Prod_110,Groceries,Snacks,1,100.32,127.08,NOT_APPLICABLE,0.0
STORE_EXPENSE,TX-6494,2025-11-01,6,Branch_6,GIZA,Alex Coast,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,0.0,0.0,Rent,52723.16
SALES,TX-6495,2025-02-09,8,Branch_8,Tanta,Delta,100,Prod_100,Groceries,Dairy,2,72.58,92.33,NOT_APPLICABLE,0.0
SALES,TX-6496,2025-10-01,6,Branch_6,GIZA,Alex Coast,114,Prod_114,Home Care,Snacks,10,116.12,161.42,NOT_APPLICABLE,0.0
SALES,TX-6497,2025-05-02,6,Branch_6,GIZA,Alex Coast,106,Prod_106,Groceries,Detergents,6,100.63,129.56,NOT_APPLICABLE,0.0
SALES,TX-6498,2025-09-13,7,Branch_7,Mansoura,Greater Cairo,118,Prod_118,Groceries,Snacks,10,148.04,193.99,NOT_APPLICABLE,0.0
SALES,TX-6499,2026-01-03,1,Branch_1,cairo,Alex Coast,111,Prod_111,Beverages,Detergents,3,116.15,158.03,NOT_APPLICABLE,0.0
SALES,TX-6500,2025-11-05,8,Branch_8,Tanta,Delta,113,Prod_113,Beverages,Soft Drinks,12,114.75,155.76,NOT_APPLICABLE,0.0
SALES,TX-6501,2026-05-11,2,Branch_2,CAIRO,Greater Cairo,114,Prod_114,Personal Care,Soft Drinks,6,115.2,157.78,NOT_APPLICABLE,0.0
SALES,TX-6502,2025-10-22,5,Branch_5,Giza,Greater Cairo,100,Prod_100,Personal Care,Snacks,1,69.88,85.89,NOT_APPLICABLE,0.0
SALES,TX-6503,2025-05-08,8,Branch_8,Tanta,Delta,117,Prod_117,Groceries,Shampoo,10,147.75,195.21,NOT_APPLICABLE,0.0
SALES,TX-6504,2025-09-22,4,Branch_4,ALEXANDRIA,Delta,119,Prod_119,Beverages,Soft Drinks,8,135.97,185.78,NOT_APPLICABLE,0.0
SALES,TX-6505,2025-05-30,7,Branch_7,Mansoura,Greater Cairo,116,Prod_116,Home Care,Snacks,3,144.47,194.14,NOT_APPLICABLE,0.0
SALES,TX-6506,2025-06-01,6,Branch_6,GIZA,Alex Coast,115,Prod_115,Beverages,Snacks,5,120.49,150.42,NOT_APPLICABLE,0.0
SALES,TX-6507,2025-09-24,3,Branch_3,Alexandria,Delta,100,Prod_100,Personal Care,Soft Drinks,12,72.28,92.9,NOT_APPLICABLE,0.0
SALES,TX-6508,2025-03-07,2,Branch_2,CAIRO,Greater Cairo,106,Prod_106,Home Care,Dairy,1,95.23,116.73,NOT_APPLICABLE,0.0
SALES,TX-6509,2025-10-09,5,Branch_5,Giza,Greater Cairo,116,Prod_116,Personal Care,Dairy,11,128.27,161.49,NOT_APPLICABLE,0.0
SALES,TX-6510,2026-02-26,4,Branch_4,ALEXANDRIA,Delta,119,Prod_119,Groceries,Detergents,11,154.03,203.97,NOT_APPLICABLE,0.0
SALES,TX-6511,2025-05-04,5,Branch_5,Giza,Greater Cairo,106,Prod_106,Home Care,Detergents,8,93.05,120.17,NOT_APPLICABLE,0.0
SALES,TX-6512,2025-05-06,3,Branch_3,Alexandria,Delta,109,Prod_109,Personal Care,Shampoo,4,102.99,125.44,NOT_APPLICABLE,0.0
SALES,TX-6513,2025-07-31,1,Branch_1,cairo,Alex Coast,119,Prod_119,Personal Care,Detergents,11,152.55,202.89,NOT_APPLICABLE,0.0
SALES,TX-6514,2025-03-08,5,Branch_5,Giza,Greater Cairo,107,Prod_107,Home Care,Soft Drinks,10,105.98,147.65,NOT_APPLICABLE,0.0
SALES,TX-6515,2025-04-03,7,Branch_7,Mansoura,Greater Cairo,111,Prod_111,Groceries,Shampoo,3,121.58,145.96,NOT_APPLICABLE,0.0
SALES,TX-6516,2025-08-14,6,Branch_6,GIZA,Alex Coast,115,Prod_115,Beverages,Soft Drinks,6,120.0,166.5,NOT_APPLICABLE,0.0
SALES,TX-6517,2025-07-26,8,Branch_8,Tanta,Delta,117,Prod_117,Personal Care,Snacks,11,128.69,179.0,NOT_APPLICABLE,0.0
SALES,TX-6518,2025-10-21,10,Branch_10,cairo,Greater Cairo,113,Prod_113,Beverages,Shampoo,6,110.96,140.96,NOT_APPLICABLE,0.0
SALES,TX-6519,2025-05-11,7,Branch_7,Mansoura,Greater Cairo,112,Prod_112,Groceries,Shampoo,8,116.61,145.72,NOT_APPLICABLE,0.0
SALES,TX-6520,2026-04-10,9,Branch_9,Cairo,Delta,113,Prod_113,Groceries,Dairy,3,125.13,166.49,NOT_APPLICABLE,0.0
SALES,TX-6521,2025-10-26,7,Branch_7,Mansoura,Greater Cairo,113,Prod_113,Groceries,Detergents,11,124.16,151.27,NOT_APPLICABLE,0.0
SALES,TX-6522,2025-05-06,4,Branch_4,ALEXANDRIA,Delta,109,Prod_109,Home Care,Snacks,3,115.46,148.2,NOT_APPLICABLE,0.0
SALES,TX-6523,2025-08-02,2,Branch_2,CAIRO,Greater Cairo,109,Prod_109,Beverages,Snacks,4,106.11,141.82,NOT_APPLICABLE,0.0
SALES,TX-6524,2025-06-16,2,Branch_2,CAIRO,Greater Cairo,111,Prod_111,Groceries,Soft Drinks,3,112.93,152.43,NOT_APPLICABLE,0.0
SALES,TX-6525,2025-06-28,6,Branch_6,GIZA,Alex Coast,103,Prod_103,Personal Care,Dairy,6,78.98,109.96,NOT_APPLICABLE,0.0
SALES,TX-6526,2025-02-23,9,Branch_9,Cairo,Delta,112,Prod_112,Home Care,Snacks,1,121.19,147.56,NOT_APPLICABLE,0.0
SALES,TX-6527,2026-02-02,1,Branch_1,cairo,Alex Coast,115,Prod_115,Personal Care,Detergents,4,128.84,164.79,NOT_APPLICABLE,0.0
SALES,TX-6528,2025-12-24,2,Branch_2,CAIRO,Greater Cairo,106,Prod_106,Personal Care,Dairy,12,92.84,119.83,NOT_APPLICABLE,0.0
SALES,TX-6529,2025-02-12,9,Branch_9,Cairo,Delta,112,Prod_112,Home Care,Soft Drinks,7,123.77,168.58,NOT_APPLICABLE,0.0
STORE_EXPENSE,TX-6530,2025-01-01,9,Branch_9,Cairo,Delta,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,0.0,0.0,Salaries,24673.12
SALES,TX-6531,2025-12-09,5,Branch_5,Giza,Greater Cairo,105,Prod_105,Groceries,Shampoo,12,85.22,116.89,NOT_APPLICABLE,0.0
SALES,TX-6532,2026-02-28,6,Branch_6,GIZA,Alex Coast,104,Prod_104,Personal Care,Snacks,2,84.09,101.45,NOT_APPLICABLE,0.0
SALES,TX-6533,2025-10-17,6,Branch_6,GIZA,Alex Coast,106,Prod_106,Groceries,Dairy,8,100.24,127.03,NOT_APPLICABLE,0.0
SALES,TX-6534,2026-02-17,8,Branch_8,Tanta,Delta,118,Prod_118,Groceries,Soft Drinks,7,130.91,179.69,NOT_APPLICABLE,0.0
SALES,TX-6535,2025-06-06,1,Branch_1,cairo,Alex Coast,115,Prod_115,Personal Care,Shampoo,-5,129.73,166.0,NOT_APPLICABLE,0.0
SALES,TX-6536,2025-04-20,4,Branch_4,ALEXANDRIA,Delta,108,Prod_108,Groceries,Shampoo,6,107.37,143.05,NOT_APPLICABLE,0.0
STORE_EXPENSE,TX-6537,2025-01-01,3,Branch_3,Alexandria,Delta,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,0.0,0.0,Maintenance,38937.84
SALES,TX-6538,2025-03-08,6,Branch_6,GIZA,Alex Coast,111,Prod_111,Personal Care,Detergents,8,111.66,134.52,NOT_APPLICABLE,0.0
SALES,TX-6539,2025-01-19,4,Branch_4,ALEXANDRIA,Delta,103,Prod_103,Groceries,Snacks,4,82.42,113.02,NOT_APPLICABLE,0.0
SALES,TX-6540,2025-10-17,1,Branch_1,cairo,Alex Coast,105,Prod_105,Home Care,Dairy,8,84.14,102.55,NOT_APPLICABLE,0.0
SALES,TX-6541,2025-02-06,4,Branch_4,ALEXANDRIA,Delta,101,Prod_101,Groceries,Soft Drinks,5,74.77,100.38,NOT_APPLICABLE,0.0
SALES,TX-6542,2025-01-11,10,Branch_10,cairo,Greater Cairo,102,Prod_102,Groceries,Soft Drinks,1,80.71,107.76,NOT_APPLICABLE,0.0
SALES,TX-6543,2025-06-24,10,Branch_10,cairo,Greater Cairo,105,Prod_105,Beverages,Dairy,2,85.38,103.09,NOT_APPLICABLE,0.0
SALES,TX-6544,2026-01-11,3,Branch_3,Alexandria,Delta,113,Prod_113,Personal Care,Shampoo,6,129.78,161.03,NOT_APPLICABLE,0.0
SALES,TX-6545,2026-01-06,1,Branch_1,cairo,Alex Coast,101,Prod_101,Personal Care,Dairy,6,77.92,105.76,NOT_APPLICABLE,0.0
SALES,TX-6546,2025-07-02,6,Branch_6,GIZA,Alex Coast,105,Prod_105,Personal Care,Shampoo,12,98.54,130.15,NOT_APPLICABLE,0.0
SALES,TX-6547,2025-05-10,5,Branch_5,Giza,Greater Cairo,104,Prod_104,Groceries,Dairy,2,87.29,105.56,NOT_APPLICABLE,0.0
SALES,TX-6548,2025-09-25,8,Branch_8,Tanta,Delta,117,Prod_117,Home Care,Snacks,10,125.22,169.72,NOT_APPLICABLE,0.0
SALES,TX-6549,2025-02-24,4,Branch_4,ALEXANDRIA,Delta,115,Prod_115,Personal Care,Detergents,7,140.55,179.72,NOT_APPLICABLE,0.0
SALES,TX-6550,2025-02-21,8,Branch_8,Tanta,Delta,117,Prod_117,Groceries,Snacks,5,143.98,201.57,NOT_APPLICABLE,0.0
SALES,TX-6551,2025-04-28,3,Branch_3,Alexandria,Delta,103,Prod_103,Home Care,Dairy,7,85.14,112.91,NOT_APPLICABLE,0.0
SALES,TX-6552,2025-06-21,3,Branch_3,Alexandria,Delta,117,Prod_117,Home Care,Detergents,12,138.62,170.32,NOT_APPLICABLE,0.0
SALES,TX-6553,2025-04-08,8,Branch_8,Tanta,Delta,113,Prod_113,Personal Care,Shampoo,9,116.29,145.16,NOT_APPLICABLE,0.0
SALES,TX-6554,2025-10-15,2,Branch_2,CAIRO,Greater Cairo,102,Prod_102,Groceries,Shampoo,2,73.82,99.21,NOT_APPLICABLE,0.0
SALES,TX-6555,2025-02-02,4,Branch_4,ALEXANDRIA,Delta,109,Prod_109,Personal Care,Shampoo,8,100.06,121.19,NOT_APPLICABLE,0.0
SALES,TX-6556,2025-04-24,7,Branch_7,Mansoura,Greater Cairo,110,Prod_110,Groceries,Soft Drinks,2,108.55,151.8,NOT_APPLICABLE,0.0
SALES,TX-6557,2025-12-13,7,Branch_7,Mansoura,Greater Cairo,106,Prod_106,Home Care,Dairy,3,95.1,118.9,NOT_APPLICABLE,0.0
SALES,TX-6558,2025-10-07,2,Branch_2,CAIRO,Greater Cairo,118,Prod_118,Personal Care,Soft Drinks,1,138.69,191.83,NOT_APPLICABLE,0.0
SALES,TX-6559,2025-12-26,7,Branch_7,Mansoura,Greater Cairo,107,Prod_107,Personal Care,Snacks,2,105.7,128.79,NOT_APPLICABLE,0.0
SALES,TX-6560,2025-02-24,10,Branch_10,cairo,Greater Cairo,115,Prod_115,Groceries,Snacks,7,124.33,171.11,NOT_APPLICABLE,0.0
SALES,TX-6561,2025-05-20,6,Branch_6,GIZA,Alex Coast,111,Prod_111,Groceries,Dairy,12,115.86,139.68,NOT_APPLICABLE,0.0
SALES,TX-6562,2025-12-07,9,Branch_9,Cairo,Delta,116,Prod_116,Home Care,Dairy,1,130.69,164.99,NOT_APPLICABLE,0.0
SALES,TX-6563,2026-01-08,5,Branch_5,Giza,Greater Cairo,100,Prod_100,Personal Care,Soft Drinks,11,73.67,92.09,NOT_APPLICABLE,0.0
SALES,TX-6564,2026-04-19,4,Branch_4,ALEXANDRIA,Delta,119,Prod_119,Beverages,Detergents,5,151.34,194.82,NOT_APPLICABLE,0.0
SALES,TX-6565,2025-11-25,2,Branch_2,CAIRO,Greater Cairo,111,Prod_111,Beverages,Dairy,5,105.35,137.6,NOT_APPLICABLE,0.0
SALES,TX-6566,2026-04-26,7,Branch_7,Mansoura,Greater Cairo,107,Prod_107,Groceries,Shampoo,4,102.74,126.09,NOT_APPLICABLE,0.0
SALES,TX-6567,2025-10-02,6,Branch_6,GIZA,Alex Coast,107,Prod_107,Groceries,Soft Drinks,7,102.43,135.2,NOT_APPLICABLE,0.0
SALES,TX-6568,2025-04-08,3,Branch_3,Alexandria,Delta,106,Prod_106,Beverages,Dairy,2,103.21,137.4,NOT_APPLICABLE,0.0
SALES,TX-6569,2026-01-19,2,Branch_2,CAIRO,Greater Cairo,118,Prod_118,Personal Care,Soft Drinks,2,132.58,166.34,NOT_APPLICABLE,0.0
SALES,TX-6570,2025-02-02,1,Branch_1,cairo,Alex Coast,113,Prod_113,Beverages,Soft Drinks,2,116.99,142.31,NOT_APPLICABLE,0.0
SALES,TX-6571,2025-12-16,4,Branch_4,ALEXANDRIA,Delta,100,Prod_100,Home Care,Dairy,12,73.4,90.99,NOT_APPLICABLE,0.0
STORE_EXPENSE,TX-6572,2025-07-01,5,Branch_5,Giza,Greater Cairo,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,0.0,0.0,Electricity,52972.31
SALES,TX-6573,2026-04-14,8,Branch_8,Tanta,Delta,108,Prod_108,Home Care,Snacks,4,99.85,121.66,NOT_APPLICABLE,0.0
STORE_EXPENSE,TX-6574,2025-10-01,3,Branch_3,Alexandria,Delta,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,0.0,0.0,Maintenance,54170.9
SALES,TX-6575,2026-01-18,4,Branch_4,ALEXANDRIA,Delta,103,Prod_103,Home Care,Shampoo,6,81.56,107.99,NOT_APPLICABLE,0.0
SALES,TX-6576,2025-10-17,5,Branch_5,Giza,Greater Cairo,103,Prod_103,Beverages,Dairy,5,88.95,123.98,NOT_APPLICABLE,0.0
SALES,TX-6577,2025-11-02,2,Branch_2,CAIRO,Greater Cairo,117,Prod_117,Beverages,Snacks,4,127.33,169.67,NOT_APPLICABLE,0.0
SALES,TX-6578,2025-10-02,1,Branch_1,cairo,Alex Coast,104,Prod_104,Home Care,Snacks,6,93.11,128.58,NOT_APPLICABLE,0.0
SALES,TX-6579,2025-09-21,8,Branch_8,Tanta,Delta,111,Prod_111,Beverages,Shampoo,7,115.49,147.44,NOT_APPLICABLE,0.0
SALES,TX-6580,2025-01-01,5,Branch_5,Giza,Greater Cairo,110,Prod_110,Beverages,Snacks,7,116.02,146.83,NOT_APPLICABLE,0.0
SALES,TX-6581,2025-10-11,9,Branch_9,Cairo,Delta,106,Prod_106,Beverages,Detergents,6,97.75,127.58,NOT_APPLICABLE,0.0
SALES,TX-6582,2025-04-12,10,Branch_10,cairo,Greater Cairo,105,Prod_105,Beverages,Dairy,5,84.14,106.25,NOT_APPLICABLE,0.0
SALES,TX-6583,2026-04-22,6,Branch_6,GIZA,Alex Coast,105,Prod_105,Beverages,Soft Drinks,10,85.44,103.83,NOT_APPLICABLE,0.0
SALES,TX-6584,2026-01-23,6,Branch_6,GIZA,Alex Coast,107,Prod_107,Home Care,Dairy,4,101.73,128.79,NOT_APPLICABLE,0.0
SALES,TX-6585,2025-01-04,9,Branch_9,Cairo,Delta,107,Prod_107,Beverages,Snacks,4,98.65,134.27,NOT_APPLICABLE,0.0
SALES,TX-6586,2025-02-20,2,Branch_2,CAIRO,Greater Cairo,118,Prod_118,Beverages,Shampoo,8,146.97,201.48,NOT_APPLICABLE,0.0
SALES,TX-6587,2025-05-23,5,Branch_5,Giza,Greater Cairo,110,Prod_110,Home Care,Dairy,2,104.4,135.06,NOT_APPLICABLE,0.0
SALES,TX-6588,2026-01-26,7,Branch_7,Mansoura,Greater Cairo,109,Prod_109,Beverages,Soft Drinks,10,106.04,141.66,NOT_APPLICABLE,0.0
SALES,TX-6589,2026-03-21,6,Branch_6,GIZA,Alex Coast,115,Prod_115,Personal Care,Snacks,2,135.98,178.3,NOT_APPLICABLE,0.0
SALES,TX-6590,2026-03-07,1,Branch_1,cairo,Alex Coast,103,Prod_103,Groceries,Soft Drinks,10,81.89,110.19,NOT_APPLICABLE,0.0
SALES,TX-6591,2026-02-21,2,Branch_2,CAIRO,Greater Cairo,107,Prod_107,Home Care,Soft Drinks,9,90.15,121.1,NOT_APPLICABLE,0.0
SALES,TX-6592,2025-05-15,9,Branch_9,Cairo,Delta,102,Prod_102,Home Care,Dairy,9,78.02,104.93,NOT_APPLICABLE,0.0
SALES,TX-6593,2025-02-09,5,Branch_5,Giza,Greater Cairo,101,Prod_101,Personal Care,Shampoo,12,81.03,109.79,NOT_APPLICABLE,0.0
SALES,TX-6594,2025-03-12,10,Branch_10,cairo,Greater Cairo,113,Prod_113,Home Care,Soft Drinks,7,111.11,141.43,NOT_APPLICABLE,0.0
SALES,TX-6595,2025-08-15,2,Branch_2,CAIRO,Greater Cairo,111,Prod_111,Groceries,Snacks,4,119.09,159.0,NOT_APPLICABLE,0.0
SALES,TX-6596,2025-04-25,3,Branch_3,Alexandria,Delta,108,Prod_108,Groceries,Shampoo,1,106.67,132.54,NOT_APPLICABLE,0.0
SALES,TX-6597,2025-04-07,6,Branch_6,GIZA,Alex Coast,111,Prod_111,Personal Care,Soft Drinks,5,122.99,149.53,NOT_APPLICABLE,0.0
STORE_EXPENSE,TX-6598,2026-04-01,6,Branch_6,GIZA,Alex Coast,0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,0.0,0.0,Electricity,55153.83
SALES,TX-6599,2025-03-02,9,Branch_9,Cairo,Delta,112,Prod_112,Beverages,Snacks,2,126.25,173.83,NOT_APPLICABLE,0.0
SALES,TX-6600,2025-03-29,2,Branch_2,CAIRO,Greater Cairo,113,Prod_113,Home Care,Soft Drinks,11,116.07,144.92,NOT_APPLICABLE,0.0
SALES,TX-6601,2025-02-10,3,Branch_3,Alexandria,Delta,110,Prod_110,Beverages,Dairy,1,105.55,135.93,NOT_APPLICABLE,0.0
SALES,TX-6602,2025-09-29,5,Branch_5,Giza,Greater Cairo,111,Prod_111,Beverages,Snacks,11,124.63,160.17,NOT_APPLICABLE,0.0
SALES,TX-6603,2025-11-14,10,Branch_10,cairo,Greater Cairo,117,Prod_117,Personal Care,Shampoo,10,139.63,173.53,NOT_APPLICABLE,0.0
SALES,TX-6604,2025-09-27,10,Branch_10,cairo,Greater Cairo,117,Prod_117,Groceries,Dairy,8,128.67,156.78,NOT_APPLICABLE,0.0
SALES,TX-6605,2025-06-25,4,Branch_4,ALEXANDRIA,Delta,104,Prod_104,Beverages,Detergents,2,89.5,123.2,NOT_APPLICABLE,0.0
SALES,TX-6606,2025-06-15,2,Branch_2,CAIRO,Greater Cairo,118,Prod_118,Home Care,Snacks,3,151.74,182.85,NOT_APPLICABLE,0.0
SALES,TX-6607,2026-03-04,1,Branch_1,cairo,Alex Coast,106,Prod_106,Personal Care,Soft Drinks,10,87.94,118.12,NOT_APPLICABLE,0.0
SALES,TX-6608,2026-03-30,1,Branch_1,cairo,Alex Coast,115,Prod_115,Beverages,Dairy,12,131.9,177.36,NOT_APPLICABLE,0.0
SALES,TX-6609,2025-01-08,10,Branch_10,cairo,Greater Cairo,101,Prod_101,Beverages,Detergents,9,75.26,101.7,NOT_APPLICABLE,0.0
SALES,TX-6610,2026-03-01,10,Branch_10,cairo,Greater Cairo,104,Prod_104,Home Care,Detergents,5,90.24,115.29,NOT_APPLICABLE,0.0
SALES,TX-6611,2025-06-19,1,Branch_1,cairo,Alex Coast,115,Prod_115,Groceries,Dairy,12,140.04,170.69,NOT_APPLICABLE,0.0
SALES,TX-6612,2025-10-22,3,Branch_3,Alexandria,Delta,104,Prod_104,Home Care,Snacks,8,84.17,109.57,NOT_APPLICABLE,0.0
SALES,TX-6613,2026-04-23,3,Branch_3,Alexandria,Delta,100,Prod_100,Personal Care,Soft Drinks,12,72.43,91.72,NOT_APPLICABLE,0.0
SALES,TX-6614,2026-03-01,1,Branch_1,cairo,Alex Coast,109,Prod_109,Beverages,Soft Drinks,9,98.55,137.68,NOT_APPLICABLE,0.0
SALES,TX-6615,2025-02-24,3,Branch_3,Alexandria,Delta,110,Prod_110,Groceries,Shampoo,1,114.17,155.42,NOT_APPLICABLE,0.0
SALES,TX-6616,2025-07-24,6,Branch_6,GIZA,Alex Coast,105,Prod_105,Home Care,Shampoo,4,99.67,131.79,NOT_APPLICABLE,0.0
SALES,TX-6617,2025-10-20,9,Branch_9,Cairo,Delta,109,Prod_109,Home Care,Snacks,11,113.42,154.43,NOT_APPLICABLE,0.0
SALES,TX-6618,2025-01-07,5,Branch_5,Giza,Greater Cairo,119,Prod_119,Groceries,Detergents,11,150.39,185.5,NOT_APPLICABLE,0.0
SALES,TX-6619,2025-11-11,7,Branch_7,Mansoura,Greater Cairo,115,Prod_115,Personal Care,Soft Drinks,8,125.14,172.19,NOT_APPLICABLE,0.0
SALES,TX-6620,2025-02-18,8,Branch_8,Tanta,Delta,119,Prod_119,Groceries,Detergents,7,137.59,187.5,NOT_APPLICABLE,0.0
SALES,TX-6621,2025-07-07,5,Branch_5,Giza,Greater Cairo,113,Prod_113,Home Care,Shampoo,7,115.64,143.71,NOT_APPLICABLE,0.0
SALES,TX-6622,2025-09-12,4,Branch_4,ALEXANDRIA,Delta,119,Prod_119,Beverages,Soft Drinks,9,154.39,188.62,NOT_APPLICABLE,0.0
SALES,TX-6623,2026-03-07,3,Branch_3,Alexandria,Delta,116,Prod_116,Home Care,Snacks,5,120.33,155.23,NOT_APPLICABLE,0.0
SALES,TX-6624,2025-05-02,5,Branch_5,Giza,Greater Cairo,111,Prod_111,Groceries,Shampoo,11,103.49,133.62,NOT_APPLICABLE,0.0
SALES,TX-6625,2025-12-18,7,Branch_7,Mansoura,Greater Cairo,102,Prod_102,Groceries,Detergents,6,77.94,102.01,NOT_APPLICABLE,0.0
SALES,TX-6626,2025-03-06,1,Branch_1,cairo,Alex Coast,108,Prod_108,Personal Care,Snacks,12,109.96,153.37,NOT_APPLICABLE,0.0
SALES,TX-6627,2025-12-25,9,Branch_9,Cairo,Delta,116,Prod_116,Groceries,Detergents,4,137.34,185.61,NOT_APPLICABLE,0.0
SALES,TX-6628,2025-08-11,2,Branch_2,CAIRO,Greater Cairo,107,Prod_107,Personal Care,Detergents,1,93.71,117.07,NOT_APPLICABLE,0.0
SALES,TX-6629,2025-11-28,2,Branch_2,CAIRO,Greater Cairo,106,Prod_106,Groceries,Dairy,5,87.66,121.86,NOT_APPLICABLE,0.0
SALES,TX-6630,2025-10-17,2,Branch_2,CAIRO,Greater Cairo,119,Prod_119,Home Care,Detergents,9,155.38,204.4,NOT_APPLICABLE,0.0
SALES,TX-6631,2025-03-09,5,Branch_5,Giza,Greater Cairo,110,Prod_110,Groceries,Dairy,6,104.7,141.29,NOT_APPLICABLE,0.0
SALES,TX-6632,2025-09-30,8,Branch_8,Tanta,Delta,119,Prod_119,Personal Care,Detergents,7,138.46,169.43,NOT_APPLICABLE,0.0
SALES,TX-6633,2026-03-03,9,Branch_9,Cairo,Delta,109,Prod_109,Groceries,Snacks,12,115.47,153.19,NOT_APPLICABLE,0.0
SALES,TX-6634,2025-12-15,8,Branch_8,Tanta,Delta,115,Prod_115,Home Care,Shampoo,5,139.38,184.62,NOT_APPLICABLE,0.0
SALES,TX-6635,2025-10-25,2,Branch_2,CAIRO,Greater Cairo,106,Prod_106,Home Care,Snacks,3,99.8,130.7,NOT_APPLICABLE,0.0
